index,a,e,inc,Omega,omega,f
0,,,,,,
1,2.559999999999998,0.07000000000000073,0.0001745329255327864,2.9918961971232934,1.7453292519943293,3.223034916999076
2,44.15561289856683,0.04096809209706018,0.05074770349442195,0.6401084806787586,3.8217407465329036,3.9118640373872786
3,32.801486734391524,0.042443461539323574,0.025282580683655003,0.7159214846683823,0.37448442403320037,5.74445131781006
4,37.82082402657308,0.050175517253727146,0.04552363153306056,0.028106610057733718,4.049970846883537,0.8898618472410265
5,30.316529362159496,0.02263939309886045,0.04434078828776602,-0.6532581295436074,0.6400610316001369,0.45085799060388343
6,46.6847687808246,0.04911383466931035,0.07645484811625594,-1.4609890853568637,5.545200866399349,0.8947389559877443
7,43.29577210560024,0.029951974392315246,0.009037167810890848,-1.2794008732729012,1.848484290434378,2.71099553083618
8,44.40366534456993,0.008087302824021621,0.04024421420179091,0.32216067772755147,5.010133203182136,3.720952651029256
9,34.17901563377698,0.08845605360013192,0.011446067238436948,-1.466669120566863,1.8542985886116732,4.718498555606228
10,43.79078311817409,0.027884144739251902,0.061894261979774025,-1.5561209877999211,3.8696468249715776,0.978598431671414
11,31.193610081200053,0.018179321524690824,0.024598365560066997,0.5015618686364994,0.13335723088333662,2.1170603034381976
12,41.36960073663547,0.09576704979430982,0.050578546666821295,-0.6618316953781521,6.167430397726633,3.155312254058023
13,48.95488981637505,0.0206817516652098,0.02210801831444421,-2.5144958142836726,4.2253332293714525,1.8517831276315597
14,44.73989404197023,0.01724122208448132,0.016126627086817127,-0.6339599356098566,0.7649335474020837,1.5837539192262158
15,40.4274628628334,0.08069537089996612,0.01917424285673952,3.0762210636963263,1.532429348334757,2.2884156621803653
16,39.77577368035894,0.0022929606846518826,0.0678879695561314,-1.2847512507542262,0.39889387742804505,0.8105528666701272
17,41.633541202028276,0.02481933520423227,0.05234868789619971,-0.9230112485229146,5.752134277966493,3.998265823583533
18,33.17072571688947,0.02351423558492345,0.028001746419577284,2.2088360854796547,1.6110652578726032,2.8468621163842154
19,33.30136215576145,0.04929377264315366,0.0318320405383103,1.6313181290031313,3.814953271752864,5.999172103306446
20,43.49814117493672,0.08160864544994109,0.07723391533774394,-1.8544749837131507,3.1011951654924292,0.5026976561613612
21,33.9743924070107,0.025992263131793047,0.0504892459446644,0.12851272260391408,3.410085658414297,5.766250694714561
22,49.90586810256261,0.09055307484351302,0.0614910368784822,-1.0762313673836605,0.775480588242428,0.678337280154385
23,41.500701921475525,0.09344310226855049,0.040011963805662625,1.8058245857005117,4.563791231096593,6.239042357763004
24,31.964469778273845,0.09798091186366224,0.03424595456037572,-2.7246178618723165,5.764814989092788,4.520557183824035
25,41.02157307746687,0.02581712240805795,0.05955769778787092,-0.8213840681763591,5.719487630017223,1.1497647473264756
26,42.077289582228204,0.002947747123941782,0.0506488877573324,0.07889522777500299,2.5557328562576274,2.835082121908039
27,43.45892972831274,0.08053184465116939,0.053647544042991865,1.503420369170375,6.1540698654009915,4.4277691576755664
28,35.53851865206034,0.08312629526331054,0.010629745576310039,0.027671363030405016,3.693310877908508,6.191023277514096
29,41.6590107373428,0.06205630831845109,0.034666457956119646,-0.31606822233261966,3.41162127373661,2.0144100074724705
30,41.595604088943354,0.061229076906977827,0.009898273993266761,0.7642111806090759,5.288852174062923,6.070870951212183
31,38.592698119155244,0.0179866960407501,0.009528392650682836,1.96212787638258,5.38419501277493,0.7997847764647865
32,43.49105763572603,0.07237398899133914,0.05755550529749772,1.385152066668624,4.05253560803828,4.456603882458165
33,37.41250496003146,0.04289475829349029,0.014418986373780243,-1.2748264536443337,0.9406700079195547,5.487592735435327
34,44.318491203492705,0.03037475494303109,0.0658768387187464,3.057635995239691,4.89877977562189,4.71038398700955
35,39.04379855836103,0.09014828217016191,0.02097564941443638,-1.3452956961714515,1.6760046882632658,2.3323980385602106
36,34.46110823815339,0.08055599401489766,0.05607494989494183,-1.9334428270548192,5.099200783279875,5.156351611635811
37,45.64564628496563,0.08694072320632211,0.005530555897055256,3.139936270242087,1.3843354560842211,5.800033577574087
38,47.01222248009375,0.013588042494471236,0.05231984287264618,1.4998930243015647,1.0869797678334727,1.773125160329272
39,49.86453101657778,0.0008697086881818238,0.03578680198383691,0.8714062231223112,3.1575196679207855,0.3251623214374044
40,31.074201667207312,0.044361377839125,0.05475279174558785,0.4017164490776619,5.110534211275717,2.0984662832157905
41,44.28103475038894,0.010637179306213006,0.0813127966809145,0.034940736624234206,5.744692051294207,6.096238856412985
42,39.16263141252919,0.014357104936197183,0.0783411353776374,0.9526012137813302,1.1387553432131652,4.902935209890871
43,38.022956182144,0.008384502213737864,0.004388153858592664,0.7332018926774658,5.886539949314352,0.15212830245901188
44,35.03220370229593,0.060579398068462756,0.047319929201988915,-0.7031328830700148,4.011544132044307,5.716936809319856
45,40.8774844185653,0.017315193569493983,0.08494427214501613,2.1420915225582062,0.5926407418262185,1.9909700920720432
46,30.721248185223732,0.03291854979874208,0.06617207133888622,-2.782294585452526,0.40900147910716544,6.059757741711149
47,42.17861978213671,0.038484822603381895,0.05678470072815535,2.0139592088125395,2.0877170185600935,1.9248616775389564
48,33.686736107252635,0.08072464775700837,0.0407772754068159,-1.606060532823552,2.6477544116160416,3.4172839827959063
49,47.52115611151201,0.0031601138684313203,0.05864701923590914,-2.7315084914398455,1.3641948439840856,1.27949321193985
50,34.03314136358952,0.06228584153734936,0.038680497030085526,-0.5643432148820002,6.1761887196555225,4.33673221655724
51,38.42677330775114,0.023794376674890358,0.0024619710151870815,2.457859437445276,5.906194914114929,4.315461262045088
52,33.102210004408974,0.03302209574325714,0.05967423163968695,0.038375167253504684,2.205618151324975,3.0138431788493394
53,37.988907678261526,0.06633845720581143,0.07421261582703731,2.1353030744901402,0.9709279346956423,2.0990775992924497
54,30.89125693753064,0.09152103077126064,0.07154113920659748,-2.633068121249506,0.5161651392602638,5.541231752405885
55,39.07118585161419,0.04884423232899839,0.04035756065049253,-1.543240338713921,4.799800980370206,4.877356845839523
56,32.12520034580249,0.08643907365736311,0.006355652122086855,0.9074553882350795,2.909302261906749,3.725784705872698
57,34.792147888272154,0.09658854405944821,0.0030026442967346196,-1.8220930198060368,1.02161008832699,3.8158926906083828
58,43.334646061642836,0.017253708224134984,0.03492254948909522,-0.20873078586216792,0.25438248006526365,0.6160704713610432
59,42.27898096185122,0.07863178047860785,0.05827901629258363,0.5870503979769135,4.1177652156869575,2.779373171765762
60,34.52101187042637,0.09148051958999119,0.05160612602444332,-1.1572367124595415,1.6589857480551657,0.0667397267078762
61,34.54968276849756,0.039556143201555705,0.05361697558937938,-2.3710458647483215,3.240086375050678,1.9835176273310307
